customer_id,tenure_months,plan_type,satisfaction_score,uses_new_feature,login_frequency_per_week,last_login_date,reporting_tool_usage,collaboration_tool_usage,exports_per_week,automation_usage_hours,integration_api_calls,business_age_years,industry,location_type
16,36,Pro,8.710774502269329,0,4,2025-05-22 01:54:59.059814,3.197082458061317,3.4247560197663467,0,1.4003140774200191,5.887917785569527,26,Retail,Urban
17,40,Enterprise,5.698878506141387,0,3,2025-06-06 01:54:59.059816,1.6290343867623112,2.7339805301429254,0,0.8656278308182955,6.365674548318625,11,Retail,Rural
18,24,Basic,6.444105352336975,0,4,2025-06-04 01:54:59.059818,1.0202061879568944,1.7659256982135654,3,6.406724646072302,1.6237219089773525,12,Retail,Urban
19,3,Free,4.226593183943117,0,3,2025-05-18 01:54:59.059820,4.057580351775911,3.830798516992253,1,1.7558045404486908,4.190092033132198,11,Retail,Urban
20,22,Pro,8.325957764017788,0,2,2025-05-08 01:54:59.059822,1.3891792827234741,3.1503560862432645,1,0.8298782043868036,1.8023743098927334,37,Education,Rural
21,53,Free,8.737387421167039,0,5,2025-05-10 01:54:59.059824,1.2745318274935304,7.369021992794779,1,0.3502843001432818,2.694284045542113,28,Technology,Urban
22,2,Enterprise,8.268662595376547,0,3,2025-05-18 01:54:59.059826,1.8676961862481247,3.2563489319216825,1,0.07482291021941996,5.330231071154601,18,Manufacturing,Urban
23,24,Free,4.592012077969423,0,6,2025-06-03 01:54:59.059828,1.7072689076314669,5.181175590925234,0,1.5039234155600094,3.918495232649557,34,Retail,Suburban
24,44,Pro,7.91072656116896,0,1,2025-05-22 01:54:59.059830,4.065973563732878,5.728290822479604,2,0.5441927855150702,3.6945141364839595,34,Healthcare,Suburban
25,30,Pro,4.490994422913999,0,4,2025-06-02 01:54:59.059832,0.12163497256766938,2.0797011008894883,1,0.08033743303763022,4.6018769903123955,17,Technology,Rural
26,38,Basic,7.087060453096361,0,1,2025-06-03 01:54:59.059834,1.1714587213756396,2.9609216049963294,2,0.8435918166838339,5.150884093924022,30,Education,Suburban
27,2,Free,7.307616369975696,0,3,2025-05-22 01:54:59.059836,1.5496493653104115,4.986068200693795,1,1.1014997760231084,2.6559310704984567,47,Technology,Urban
28,21,Pro,7.465274827162397,0,3,2025-05-24 01:54:59.059838,6.174272429248545,2.865407398172748,0,0.96503497575319,5.3101743442072324,14,Retail,Urban
29,33,Pro,7.801954798956203,0,2,2025-06-02 01:54:59.059839,2.702491487834418,2.5785074394215095,0,2.6375709091366693,5.46211958883524,37,Healthcare,Suburban
30,12,Basic,6.9879495946610914,0,4,2025-05-28 01:54:59.059842,2.088239932869611,7.490120286836678,3,3.1622539560604253,2.2394734010371593,19,Healthcare,Urban
31,58,Enterprise,4.056355730907171,0,4,2025-05-18 01:54:59.059844,1.8100178192427487,7.322291791268699,2,1.0032940288327197,5.6485572653295755,2,Retail,Urban
32,22,Basic,7.802681513199298,0,3,2025-05-13 01:54:59.059846,3.917903824238835,7.567312730639225,1,6.126670461431715,2.852778137602047,4,Technology,Urban
33,44,Basic,7.146412211691622,0,2,2025-05-10 01:54:59.059848,4.524100909331284,6.245224106071748,1,4.409191844015898,3.7859758856649477,5,Retail,Urban
34,25,Pro,5.64607031294315,0,5,2025-05-29 01:54:59.059850,0.6057964938299888,6.633915503078397,1,1.3950991663914176,7.32711306968861,11,Finance,Suburban
35,49,Free,4.645903868295086,0,3,2025-05-22 01:54:59.059852,2.5666135763298237,3.1294453587797157,0,0.7703033737864322,8.4381120810365,22,Finance,Urban
36,27,Enterprise,9.310033278886538,0,4,2025-05-24 01:54:59.059854,2.41523195400445,5.083611795443057,1,0.289131053789525,2.5925170320837148,44,Retail,Rural
37,59,Basic,8.846950807436023,0,3,2025-05-27 01:54:59.059855,0.6015014157831979,0.3756869189977862,0,0.25215526755148215,8.055163386297068,1,Finance,Urban
38,42,Free,8.058936110961183,0,3,2025-05-19 01:54:59.059857,4.804117773807295,3.1217673645407458,2,0.1581435421838886,4.419616123967126,3,Retail,Urban
39,28,Basic,5.985550133147945,0,4,2025-05-16 01:54:59.059859,5.188437877754319,5.860096575406946,1,1.0488496816909256,4.591497350979361,5,Manufacturing,Urban
40,16,Pro,3.2245066716827235,0,2,2025-05-25 01:54:59.059861,1.2063377851417072,4.621975701520978,2,1.945151963241185,5.61663028041684,23,Finance,Urban
41,15,Pro,8.147018763152852,0,2,2025-05-29 01:54:59.059863,7.257305861351623,8.215290946123734,1,0.15165643806893672,1.9076236526215775,19,Technology,Urban
42,47,Pro,7.550030160782613,0,0,2025-05-08 01:54:59.059865,0.8337194365732796,5.369409382591215,0,0.5851498416458984,6.338412313882458,44,Finance,Rural
43,51,Free,6.438006536391735,0,2,2025-05-23 01:54:59.059867,4.73651529517386,6.89391474033976,0,1.1062401293478092,2.570487499875933,7,Retail,Urban
44,44,Basic,8.687209460046814,0,2,2025-06-01 01:54:59.059869,6.089664593756395,0.6051291800765909,1,1.157204440046689,1.301426455808929,40,Retail,Urban
45,55,Enterprise,8.271996300944275,0,5,2025-05-13 01:54:59.059871,1.1875277174840324,2.586585834240369,0,1.3771382998841426,3.7620017891594375,26,Healthcare,Urban
46,52,Free,7.2641432323462745,0,4,2025-05-27 01:54:59.059873,2.46110152231157,8.241753258378727,3,3.81287352236051,4.93233660937302,32,Education,Suburban
47,57,Enterprise,7.0525876268066705,1,6,2025-05-11 01:54:59.059874,2.3981710075732967,6.396558230193065,3,0.7841610049391889,3.376356050301793,48,Healthcare,Urban
48,3,Free,7.0764515763995215,0,3,2025-05-22 01:54:59.059876,3.9799436133486394,5.673366490291181,0,4.429411758561313,3.0562198646551315,8,Retail,Urban
49,37,Enterprise,8.01990980925212,0,5,2025-05-10 01:54:59.059878,0.20775688209441828,2.372472621716299,1,0.4677452458580215,4.533206743298652,39,Retail,Rural
50,51,Basic,5.713785480185518,0,2,2025-05-23 01:54:59.059880,2.2642725170144637,3.0466999242076245,1,1.1547082245858675,4.512560657931694,7,Manufacturing,Urban
51,7,Pro,7.638974682677555,0,5,2025-05-17 01:54:59.059882,2.1690575454589895,5.558132046189589,1,1.0701602099104512,2.027287330780768,25,Healthcare,Urban
52,21,Free,5.619113583295614,0,1,2025-05-29 01:54:59.059884,2.3446769250127737,3.662152327015858,1,0.12798338571761347,8.717872239505057,43,Manufacturing,Rural
53,9,Free,9.004832757628352,0,5,2025-05-12 01:54:59.059886,7.270387500519778,3.900408518723556,0,1.5403624241231273,3.8026478131077286,13,Technology,Urban
54,39,Basic,7.798192857362852,0,3,2025-06-01 01:54:59.059888,8.21766334116685,2.390574552673868,2,0.6055091878792728,5.492488823403607,31,Retail,Urban
55,18,Free,5.9676576075416055,0,3,2025-05-20 01:54:59.059890,1.9481699061321591,1.0589389620459906,0,0.348039631522065,7.616031880715433,46,Retail,Urban
56,4,Basic,7.120893736044625,0,5,2025-05-09 01:54:59.059892,3.960906126411183,5.25948773353384,1,0.6811307437759242,6.343844034912513,34,Finance,Urban
57,25,Pro,5.719320429957939,0,2,2025-05-12 01:54:59.059894,3.323602809608856,3.8348151154528582,0,0.6611120032699164,1.8441878827951186,33,Technology,Rural
58,14,Pro,9.256169256551194,0,2,2025-06-01 01:54:59.059895,3.2786772226449856,2.2128610880705355,0,0.48783589924886567,4.591960407973639,4,Technology,Urban
59,50,Pro,9.434313976706814,0,2,2025-05-23 01:54:59.059898,1.721611941482678,3.644505048235663,2,1.1699434221586493,7.522743678029542,32,Technology,Suburban
60,58,Pro,8.044335523844271,0,7,2025-05-22 01:54:59.059900,0.7884218984353976,3.1647785478417885,2,1.0446236675488743,4.743335607357313,29,Technology,Urban
61,9,Pro,9.334984851481867,0,3,2025-05-11 01:54:59.059901,1.5688250440606963,2.4763829780471367,1,0.27767314257452763,5.979556765135921,18,Retail,Urban
62,26,Basic,7.227693923308751,0,2,2025-05-30 01:54:59.059903,2.2181090428360353,6.70872052235132,0,1.538815928282177,3.274383808205254,40,Technology,Urban
63,53,Basic,8.145268850762196,0,7,2025-05-24 01:54:59.059905,0.41581144753698923,5.602464302375151,0,2.019742865140997,2.9353921336890676,18,Technology,Urban
64,2,Basic,8.837086782864633,0,1,2025-05-10 01:54:59.059907,7.047691836226937,4.157179071500054,1,0.31638439429949494,4.063937940318893,24,Manufacturing,Urban
65,20,Enterprise,6.9913846067261245,0,5,2025-05-15 01:54:59.059909,1.68764771198916,4.530181516611849,0,2.338216804447435,0.8383941736942847,14,Education,Suburban
66,28,Basic,7.1066557859760175,0,4,2025-05-27 01:54:59.059911,6.242154436655229,4.653094784638726,1,1.4300610875633257,1.4394446587805563,39,Finance,Urban
67,47,Free,8.400484902143347,0,2,2025-05-22 01:54:59.059913,3.6171661396392416,2.633188743238609,1,0.8116150741906027,5.737298927901823,35,Education,Urban
68,7,Pro,7.96974694839399,0,2,2025-06-04 01:54:59.059915,1.560519397712386,6.790841570823658,3,0.3688336092861562,7.445707169438477,28,Technology,Rural
69,44,Basic,5.866808919698421,0,3,2025-05-22 01:54:59.059917,2.61972865656364,1.9953254069926518,0,0.08921923483258538,4.805688887848346,4,Education,Suburban
70,8,Enterprise,3.7197559430927964,0,0,2025-05-25 01:54:59.059919,2.5399669279266583,4.631616098495988,1,1.5136541919414301,4.18897229229644,40,Finance,Urban
71,47,Enterprise,6.736707906104428,0,2,2025-05-11 01:54:59.059921,2.3574904985355265,3.9736051841174276,1,0.8786473506395881,3.9964985087155465,12,Finance,Suburban
72,35,Free,3.854628731162231,0,1,2025-06-02 01:54:59.059922,3.710596633168772,3.1710830699447845,0,0.8831920421313706,3.206165265426399,41,Retail,Suburban
73,14,Free,5.513473995841677,0,4,2025-05-14 01:54:59.059925,1.1150390757215987,3.3191425353214314,0,0.3423070815866012,5.872153742255168,8,Retail,Suburban
74,17,Basic,5.688569564199423,0,2,2025-05-17 01:54:59.059927,5.520062245903963,2.8766858393899253,0,3.3324345733939444,3.5069002999573966,5,Manufacturing,Urban
75,36,Pro,6.1470365335898105,0,5,2025-05-29 01:54:59.059929,2.4611555709212802,3.412028419983722,1,0.17468193685692113,6.124158969939886,27,Education,Urban
76,50,Basic,8.230657216245312,0,2,2025-05-23 01:54:59.059930,2.3044619901746803,4.434335029617775,0,1.1663639882651389,3.625905178306838,47,Education,Urban
77,40,Pro,8.556519311095391,0,5,2025-06-01 01:54:59.059932,0.8625072675343558,7.316067597749173,0,0.050253117617071824,1.834160899034984,7,Technology,Urban
78,4,Pro,7.763111079710811,0,2,2025-05-14 01:54:59.059935,3.9710916317348097,5.495286789234809,0,0.3974236639088281,6.176660767397211,42,Education,Urban
79,2,Basic,7.948760464092707,0,3,2025-05-26 01:54:59.059937,3.954491894250986,2.6304485836331546,1,0.6155545539275139,6.152924005810875,39,Healthcare,Urban
80,6,Free,7.984180684552969,0,2,2025-06-02 01:54:59.059939,2.187613239657216,6.024659533692942,2,2.474811856969281,3.1878363733549997,37,Retail,Urban
81,54,Pro,3.254755013168614,0,1,2025-06-05 01:54:59.059941,0.8842451080425646,5.57667126703361,1,0.5226914573501771,6.435291903943422,23,Finance,Urban
82,42,Basic,7.015296523010675,0,3,2025-06-05 01:54:59.059943,1.6276494367902306,3.2785038245022102,1,7.688072722514949,2.7436022810265004,1,Technology,Suburban
83,4,Enterprise,4.305311918244993,0,2,2025-06-02 01:54:59.059944,2.934080882242393,2.292994479489901,0,4.111359182090905,6.30469913699212,19,Technology,Suburban
84,54,Basic,7.763709213507311,0,2,2025-05-10 01:54:59.059946,1.506654665703926,2.708511351239867,3,3.733154910260936,3.1580724478837743,19,Healthcare,Rural
85,29,Pro,3.8603377790204547,0,1,2025-05-29 01:54:59.059948,2.76852620904502,6.035817137201845,0,1.8132802733346962,8.25235823714805,3,Manufacturing,Urban
86,18,Enterprise,6.729342196973951,0,2,2025-05-11 01:54:59.059950,2.488502535516627,2.7042591910599385,2,1.0134932960611425,2.981311565676843,20,Finance,Urban
87,26,Enterprise,7.8216546640293805,0,4,2025-05-26 01:54:59.059952,4.801595946924549,2.030469504136332,0,0.3501871237666494,1.0817102443974171,41,Manufacturing,Urban
88,44,Basic,5.323363077525531,0,4,2025-05-20 01:54:59.059954,3.2307310154791793,3.0309882357939024,0,0.4851027913356529,2.2194595350802624,40,Retail,Urban
89,34,Basic,8.44257394076983,0,1,2025-05-29 01:54:59.059955,2.2602334418274443,5.697363181317625,1,0.7670367309480289,7.0196704862663335,29,Healthcare,Suburban
90,10,Pro,7.7599332549276205,0,2,2025-05-27 01:54:59.059961,3.712137091324541,3.350347732236441,0,0.17616330990029566,3.9573591846930793,19,Retail,Urban
91,36,Basic,7.571237043756865,0,3,2025-06-06 01:54:59.059963,1.8887640664196095,3.962789410741859,0,0.3975226148557321,3.6716931273607556,2,Retail,Urban
92,14,Free,8.047002381265798,0,1,2025-05-09 01:54:59.059965,2.0241690140153263,4.067916865468546,0,0.10948534488483172,2.5689581374737633,34,Healthcare,Urban
93,31,Enterprise,6.4611998683500165,0,1,2025-05-18 01:54:59.059967,5.432122320664634,6.223104961093374,0,1.0785114474569715,8.744330594084754,41,Healthcare,Urban
94,48,Free,7.227878295635213,1,4,2025-06-02 01:54:59.059969,4.1408981692860225,1.861884275141697,2,3.0492150728421237,7.076412354238301,8,Education,Urban
95,15,Free,7.015077358351299,0,2,2025-05-29 01:54:59.059971,3.5742616703315626,4.638626977812527,1,1.4328937690311971,8.016465230318081,4,Retail,Suburban
96,8,Free,6.981176583075783,0,6,2025-05-15 01:54:59.059973,0.7319185429755121,2.949245757902799,0,2.3098800834981166,2.5985743089592983,7,Finance,Suburban
97,14,Pro,5.991953385029384,1,1,2025-05-27 01:54:59.059975,3.5817221822149663,4.729164180182371,4,3.3139452818035675,8.434508568593902,26,Technology,Urban
98,23,Pro,5.136201827915942,0,3,2025-05-08 01:54:59.059976,6.717886245520292,5.638440355348608,3,0.13295026835480445,6.096199428566279,18,Manufacturing,Suburban
99,57,Basic,6.4947124760657875,0,1,2025-06-06 01:54:59.059978,2.2114478743306427,1.775935479790012,1,0.745729519183804,4.8429044247571715,34,Technology,Suburban
100,40,Basic,6.4120781392085995,0,1,2025-05-23 01:54:59.059980,3.612113288344856,3.871582507877621,0,0.5476211657496582,3.0544035804369543,43,Technology,Urban
101,21,Basic,5.894903518724665,0,3,2025-05-14 01:54:59.059982,4.289128878711753,1.7113539305767242,2,0.19511754852521285,3.601743633110045,43,Technology,Urban
102,16,Pro,8.278080672715037,0,4,2025-05-12 01:54:59.059984,4.434019011815812,7.149081495719136,3,0.2570528985018121,1.8558381675852216,14,Retail,Suburban
103,45,Free,5.2416900732165805,0,3,2025-05-15 01:54:59.059986,0.7439677221212525,2.9460049874155168,0,3.5603080966783365,6.550034044707042,39,Technology,Suburban
104,18,Enterprise,6.742736261663138,0,1,2025-05-24 01:54:59.059988,3.7735515005354143,2.9248573435852943,1,1.004092862198829,4.273255190553541,1,Education,Urban
105,47,Basic,8.749509567341878,0,6,2025-05-18 01:54:59.059989,1.537771698602375,1.2329436666590468,1,0.4556154611539078,6.1932297853574,2,Education,Suburban
106,53,Enterprise,8.363694028899328,0,4,2025-05-21 01:54:59.059992,5.369549414822144,7.583955024496989,1,0.4611902578015403,2.64268039115243,25,Technology,Urban
107,24,Free,8.824440827645924,0,2,2025-05-23 01:54:59.059993,7.25405174366267,1.7098708342853242,0,7.25530159602339,1.609365397143991,9,Retail,Suburban
108,26,Pro,6.113829133938659,0,4,2025-06-04 01:54:59.059995,4.261497451347733,2.2490090614453484,0,1.6903809875386493,0.8790083959757989,26,Manufacturing,Urban
109,25,Basic,8.17643218859156,1,1,2025-05-13 01:54:59.059997,2.5847776456488254,5.541728713701827,3,2.5753749972967794,2.5818191531850934,27,Retail,Urban
110,45,Free,5.405544404532803,0,2,2025-06-05 01:54:59.060004,4.279293345250629,2.851165536573068,1,3.093252148409854,2.3396644913937275,40,Technology,Urban
111,41,Enterprise,6.58618906627519,0,2,2025-05-31 01:54:59.060007,4.252253482097565,2.643137179401787,1,3.056306105736911,3.1954213246359036,35,Technology,Suburban
112,29,Enterprise,6.727366283829711,0,3,2025-05-29 01:54:59.060010,2.5687535175181115,6.943369476591442,0,0.23155573929348527,7.144864341559504,12,Technology,Suburban
113,15,Basic,6.1362396817029845,0,3,2025-05-09 01:54:59.060014,6.762444575418072,4.435066011904525,1,4.0880608015603555,1.3156829606331608,20,Retail,Rural
114,45,Pro,6.457279017873212,0,6,2025-06-06 01:54:59.060017,2.360664816360317,0.5285756300172036,0,0.44517021128047596,4.748792335272285,12,Finance,Urban
115,1,Pro,6.259936108753971,0,3,2025-06-06 01:54:59.060020,1.3132346251958635,3.0716889648758263,2,0.7128823346448703,1.8997825852858146,32,Retail,Urban
116,25,Enterprise,5.526409283347457,0,6,2025-05-14 01:54:59.060023,0.8788092991391243,3.4276881424522103,1,6.347460388768354,7.887785528873459,17,Education,Urban
117,7,Basic,8.284620259008687,0,6,2025-05-10 01:54:59.060026,2.0547668096075427,4.196997521722977,3,2.040319057647481,7.714745257642876,49,Technology,Urban
118,9,Pro,6.726324995688596,0,3,2025-05-15 01:54:59.060030,0.48607271919845313,3.808219638645158,2,0.14170124056062847,5.78699678906273,45,Healthcare,Suburban
119,24,Basic,7.302154815875928,0,2,2025-05-23 01:54:59.060033,2.212701976135963,5.496862024359891,0,0.0224096722088548,2.129435544777834,13,Retail,Suburban
120,1,Basic,7.245665306789282,0,3,2025-06-06 01:54:59.060036,0.8670596023015662,2.752630411456429,1,3.8180024646067983,5.990282908926621,6,Technology,Urban
121,44,Enterprise,7.082089637665032,0,1,2025-06-02 01:54:59.060040,3.065949777503212,4.282257020296408,0,1.9469852376918275,6.8291501376139605,44,Manufacturing,Urban
122,8,Free,7.1392068190846425,0,1,2025-06-06 01:54:59.060043,4.468511402400896,3.3882999728985856,1,1.140391804394167,4.2385333018519455,33,Healthcare,Rural
123,24,Free,6.541874169953468,0,4,2025-05-23 01:54:59.060046,4.208058530803874,4.873606537914471,2,1.4422832009066282,8.252420213189387,20,Retail,Urban
124,11,Pro,9.127595302772294,0,7,2025-05-15 01:54:59.060049,3.3786512152989334,3.1344672236960447,3,1.498543432951264,4.242132635559049,2,Healthcare,Suburban
125,51,Pro,8.141117142453037,0,1,2025-05-18 01:54:59.060051,3.661148176838018,4.756794996866355,1,1.6411900335489835,4.6607056906480056,4,Finance,Urban
126,17,Free,7.02757304915653,0,2,2025-05-19 01:54:59.060052,1.9049502391688287,3.740765496547376,0,4.429188405732527,1.5556469208496535,16,Technology,Urban
127,8,Basic,6.329418346050905,0,3,2025-05-09 01:54:59.060054,1.7395533361456461,7.306288894439927,2,6.342750676900382,2.5962160928209803,38,Technology,Urban
128,35,Enterprise,6.821768735906379,0,4,2025-05-30 01:54:59.060056,1.60744591720922,7.757150257537635,2,0.9070398650446079,2.1884008466204103,37,Education,Urban
129,35,Basic,7.626432274557619,0,7,2025-05-26 01:54:59.060058,1.190259929973668,5.793643841363374,1,4.554377690278418,6.454361234567408,46,Education,Urban
130,33,Pro,9.249910138804468,0,5,2025-05-23 01:54:59.060061,3.5538463238232483,0.9473513648535206,0,0.9003781790492076,3.4327903513184026,28,Technology,Urban
131,59,Pro,4.940428683002433,0,3,2025-05-24 01:54:59.060064,2.8930355960400855,2.8485930197755738,5,2.6229369865038934,3.398997266266096,38,Technology,Suburban
132,5,Basic,7.989662137962666,0,2,2025-05-31 01:54:59.060067,3.236065944943118,3.8875184610053557,0,3.8745406286637163,0.7506866370171712,35,Manufacturing,Suburban
133,42,Enterprise,8.690085455167951,0,4,2025-05-15 01:54:59.060071,1.7193120600617184,0.968159789591567,1,2.769106638176697,5.386678087606396,26,Finance,Urban
134,39,Pro,4.769922295142152,0,4,2025-05-21 01:54:59.060074,1.092592887561746,3.978654713162453,2,0.08229393821479428,5.50948312046093,5,Technology,Suburban
135,58,Basic,6.728273684903088,0,3,2025-05-15 01:54:59.060077,0.5416644584921976,5.538972900582061,0,0.02837337019643829,7.8260547908400095,1,Education,Urban
136,41,Pro,5.403223040375441,0,1,2025-05-21 01:54:59.060080,0.5801022300323054,6.612097303196255,1,5.707743929358726,4.878996731789354,36,Healthcare,Urban
137,28,Pro,7.6457944175155514,0,4,2025-05-15 01:54:59.060084,3.062472086551024,3.3513151765514158,2,0.22577114232840223,2.1405775191470866,22,Manufacturing,Rural
138,7,Pro,6.462473601466671,0,3,2025-06-05 01:54:59.060087,1.8828379079827258,7.734940828299091,1,0.4497435160044623,4.551810796456474,26,Technology,Suburban
139,9,Enterprise,6.804791399679812,0,2,2025-05-11 01:54:59.060090,3.602090794868404,3.690979045982783,2,1.5310575100754005,0.2074514964157856,37,Technology,Urban
140,8,Basic,6.383416289082288,0,2,2025-05-10 01:54:59.060094,0.4210067600740059,4.8282351665087155,1,2.104551143760576,1.7424210468389754,47,Technology,Urban
141,12,Basic,8.080245149152402,0,4,2025-05-31 01:54:59.060097,1.4537280976883096,4.112837391030719,0,0.38144038488993803,3.0779550209613706,30,Retail,Suburban
142,34,Basic,7.343549440897207,0,4,2025-06-01 01:54:59.060101,6.542154608000061,0.7917354245044774,0,0.18875373751784041,6.128415472043804,8,Technology,Suburban
143,33,Free,7.346390146059483,0,4,2025-05-14 01:54:59.060105,3.400992179276174,3.5162464353069325,0,1.9464734644528658,6.798237334227014,37,Healthcare,Suburban
144,48,Free,7.24093273762218,0,1,2025-05-26 01:54:59.060108,2.4804899372158205,2.789922773999085,4,2.1514955570365224,2.601764546884419,45,Manufacturing,Urban
145,55,Enterprise,7.858736320678205,0,0,2025-05-09 01:54:59.060112,0.7473406054216478,5.015669889344972,3,0.047077162913770676,4.004847905996475,4,Retail,Urban
146,23,Pro,6.607042217715515,1,1,2025-05-24 01:54:59.060115,0.028840866118537978,3.2072473156284063,3,0.41406825829145083,2.4782433297879196,13,Manufacturing,Urban
147,24,Pro,9.55116218131139,0,4,2025-05-30 01:54:59.060119,1.068931421846334,4.899064045633486,0,3.203614293183474,5.851440480575726,40,Technology,Urban
148,37,Pro,5.147807873172221,0,3,2025-05-22 01:54:59.060123,4.912505544648839,0.5217138599566533,2,2.5419800732191473,0.3963855174693155,4,Manufacturing,Urban
149,35,Enterprise,4.411122327745527,0,2,2025-05-16 01:54:59.060127,2.353206147575576,1.7786883601575583,1,3.6560496477803914,4.301774925129807,14,Manufacturing,Urban
150,44,Basic,4.28697914708714,0,2,2025-06-05 01:54:59.060131,4.021391684756752,4.140374072138492,1,1.5344537253642851,2.5522112997514714,30,Healthcare,Rural
151,40,Enterprise,3.8806178210613465,0,1,2025-05-21 01:54:59.060134,5.4040217819866605,4.4246216425462706,1,1.037935522537841,8.558103237670853,3,Healthcare,Urban
152,22,Basic,8.009754722230378,0,2,2025-05-13 01:54:59.060138,1.4008387003344862,5.444433400196158,1,0.4141438186474877,2.622540900187466,38,Retail,Suburban
153,27,Enterprise,7.827051548923961,0,2,2025-05-28 01:54:59.060141,2.6261226660207764,2.92213995746855,0,0.2999954539828437,5.963082731735543,49,Education,Rural
154,35,Pro,8.811664737663392,0,0,2025-05-16 01:54:59.060143,6.672545440706848,0.993827370071124,1,1.1674451044419039,3.042688041071294,41,Healthcare,Urban
155,1,Basic,5.415042677941717,0,3,2025-06-06 01:54:59.060146,1.355590338327691,3.488110270372192,1,1.5514501107470522,5.240774825496667,49,Education,Urban
156,35,Pro,8.118192182118252,0,5,2025-05-25 01:54:59.060149,0.9632181035491647,4.981962539409017,2,0.05384249876182913,5.139525331261485,13,Finance,Urban
157,37,Pro,7.085236093223959,0,1,2025-06-01 01:54:59.060153,2.7575351158033845,5.81333146393643,0,0.48765142861091293,3.523462835738477,37,Finance,Urban
158,47,Free,7.249879748733789,0,3,2025-06-06 01:54:59.060156,1.0040070838649247,7.5577207178962515,1,2.133926060992176,3.4175291498012155,36,Finance,Suburban
159,14,Pro,7.9384343430244115,0,2,2025-06-06 01:54:59.060159,0.15183585075088088,6.495930623269208,1,2.956359547734525,3.7475860349094816,19,Technology,Urban
160,3,Basic,5.865577373406334,0,6,2025-05-11 01:54:59.060162,4.800720924165233,2.0531862606238507,0,2.6079115471916468,3.21997048350953,47,Technology,Urban
161,1,Free,10.0,0,2,2025-05-22 01:54:59.060165,2.090525178625065,1.6246647972108392,1,1.1335611897986633,3.374318470114976,42,Finance,Suburban
162,5,Enterprise,8.99782045641303,0,5,2025-05-19 01:54:59.060168,2.7675577365463155,2.460148613783069,1,1.5466189870845402,7.151017961838923,45,Technology,Urban
163,26,Pro,6.20244106900696,0,2,2025-06-03 01:54:59.060171,2.8715594669410187,6.0616362269153745,1,0.963838577254156,3.182196447077515,4,Retail,Suburban
164,55,Enterprise,5.363892913414978,0,3,2025-05-13 01:54:59.060174,6.724673775752166,4.987035883762965,1,1.5242236285456738,4.539119920966799,36,Retail,Urban
165,14,Pro,6.8681437572929624,0,2,2025-06-05 01:54:59.060177,1.31902015074569,1.9429593925331778,1,0.41380931850907265,6.348272012274371,12,Technology,Urban
